"","errorrate","iterations","density","l","c","m","gamma","erasures","maxiterations","tests","efficiency","fsum","fcorrupt","pcons","pdes","degree","activities","alphabetsize","winners","poolsize","efficacy","refficacy","retrievedproportion","eta","aeta","peta","paeta"
"327",0.408,1,0.285093852451869,256,8,5300,1,4,1,1000,0.313617253716509,"sum_of_sum!","erase_clusters!",0.02,0,0,2,32640,0,1,0.185661414200174,0.371322828400347,3137.6,0.185661414200174,0.205105518203685,0.371322828400347,0.410211036407369
"328",0.602,1,0.289713178362165,256,8,5300,1,4,1,1000,0.313617253716509,"sum_of_sum!","erase_clusters!",0.03,0,0,2,32640,0,1,0.124819666979171,0.249639333958342,2109.4,0.124819666979171,0.137891885549099,0.249639333958342,0.275783771098198
"329",0.734,1,0.294555936540876,256,8,5300,1,4,1,1000,0.313617253716509,"sum_of_sum!","erase_clusters!",0.04,0,0,2,32640,0,1,0.0834221894885915,0.166844378977183,1409.8,0.0834221894885915,0.092158898382061,0.166844378977183,0.184317796764122
"330",0.817,1,0.298694338117327,256,8,5300,1,4,1,1000,0.313617253716509,"sum_of_sum!","erase_clusters!",0.05,0,0,2,32640,0,1,0.0573919574301212,0.114783914860242,969.9,0.0573919574301212,0.063402550390666,0.114783914860242,0.126805100781332
"331",0.0620000000000001,1,0.280336652483259,256,8,5400,1,4,1,1000,0.319455202667147,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.299648980101784,0.599297960203568,5065.2,0.299648980101784,0.331113102627901,0.599297960203568,0.662226205255803
"332",0.262,1,0.285196304321289,256,8,5400,1,4,1,1000,0.319455202667147,"sum_of_sum!","erase_clusters!",0.01,0,0,2,32640,0,1,0.235757939568355,0.471515879136709,3985.2,0.235757939568355,0.260513293965236,0.471515879136709,0.521026587930472
"333",0.426,1,0.289340427943638,256,8,5400,1,4,1,1000,0.319455202667147,"sum_of_sum!","erase_clusters!",0.02,0,0,2,32640,0,1,0.183367286330942,0.366734572661885,3099.6,0.183367286330942,0.20262145086185,0.366734572661885,0.4052429017237
"334",0.64,1,0.293863024030413,256,8,5400,1,4,1,1000,0.319455202667147,"sum_of_sum!","erase_clusters!",0.03,0,0,2,32640,0,1,0.115003872960173,0.230007745920346,1944,0.115003872960173,0.127079655592798,0.230007745920346,0.254159311185596
"335",0.736,1,0.298282623291016,256,8,5400,1,4,1,1000,0.319455202667147,"sum_of_sum!","erase_clusters!",0.04,0,0,2,32640,0,1,0.0843361735041269,0.168672347008254,1425.6,0.0843361735041269,0.0931917474347185,0.168672347008254,0.186383494869437
"336",0.855,1,0.302331924438477,256,8,5400,1,4,1,1000,0.319455202667147,"sum_of_sum!","erase_clusters!",0.05,0,0,2,32640,0,1,0.0463210043867363,0.0926420087734727,783,0.0463210043867363,0.0511848612804325,0.0926420087734727,0.102369722560865
"337",0.0600000000000001,1,0.285188402448382,256,8,5500,1,4,1,1000,0.325291695596773,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.305774193860967,0.611548387721933,5170,0.305774193860967,0.337963898875908,0.611548387721933,0.675927797751816
"338",0.292,1,0.289436885288783,256,8,5500,1,4,1,1000,0.325291695596773,"sum_of_sum!","erase_clusters!",0.01,0,0,2,32640,0,1,0.230306520482515,0.46061304096503,3894,0.230306520482515,0.254551532344833,0.46061304096503,0.509103064689666
"339",0.493,1,0.293722425188337,256,8,5500,1,4,1,1000,0.325291695596773,"sum_of_sum!","erase_clusters!",0.02,0,0,2,32640,0,1,0.164922889667564,0.329845779335128,2788.5,0.164922889667564,0.18228478375541,0.329845779335128,0.36456956751082
"340",0.619,1,0.298286165509905,256,8,5500,1,4,1,1000,0.325291695596773,"sum_of_sum!","erase_clusters!",0.03,0,0,2,32640,0,1,0.12393613602237,0.247872272044741,2095.5,0.12393613602237,0.136983239863533,0.247872272044741,0.273966479727066
"341",0.751,1,0.302367619105748,256,8,5500,1,4,1,1000,0.325291695596773,"sum_of_sum!","erase_clusters!",0.04,0,0,2,32640,0,1,0.0809976322035965,0.161995264407193,1369.5,0.0809976322035965,0.0895244795958523,0.161995264407193,0.179048959191705
"342",0.849,1,0.306714739118304,256,8,5500,1,4,1,1000,0.325291695596773,"sum_of_sum!","erase_clusters!",0.05,0,0,2,32640,0,1,0.0491190460351127,0.0982380920702254,830.5,0.0491190460351127,0.0542899454577257,0.0982380920702254,0.108579890915451
"343",0.0600000000000001,1,0.289787292480469,256,8,5600,1,4,1,1000,0.331126758981441,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.311259153442554,0.622518306885109,5264,0.311259153442554,0.344108697037288,0.622518306885109,0.688217394074576
"344",0.316,1,0.293809618268694,256,8,5600,1,4,1,1000,0.331126758981441,"sum_of_sum!","erase_clusters!",0.01,0,0,2,32640,0,1,0.226490703143306,0.452981406286611,3830.4,0.226490703143306,0.25039398805692,0.452981406286611,0.500787976113841
"345",0.511,1,0.29808098929269,256,8,5600,1,4,1,1000,0.331126758981441,"sum_of_sum!","erase_clusters!",0.02,0,0,2,32640,0,1,0.161920985141925,0.323841970283849,2738.4,0.161920985141925,0.179009737075781,0.323841970283849,0.358019474151562
"346",0.639,1,0.301877702985491,256,8,5600,1,4,1,1000,0.331126758981441,"sum_of_sum!","erase_clusters!",0.03,0,0,2,32640,0,1,0.1195367599923,0.2390735199846,2021.6,0.1195367599923,0.132152382585597,0.2390735199846,0.264304765171194
"347",0.789,1,0.30666514805385,256,8,5600,1,4,1,1000,0.331126758981441,"sum_of_sum!","erase_clusters!",0.04,0,0,2,32640,0,1,0.069867746145084,0.139735492290168,1181.6,0.069867746145084,0.0772414202924126,0.139735492290168,0.154482840584825
"348",0.879,1,0.31079946245466,256,8,5600,1,4,1,1000,0.331126758981441,"sum_of_sum!","erase_clusters!",0.05,0,0,2,32640,0,1,0.0400663378367543,0.0801326756735087,677.6,0.0400663378367543,0.044294842916502,0.0801326756735087,0.088589685833004
"349",0.077,1,0.293781280517578,256,8,5700,1,4,1,1000,0.336960418351478,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.311014466138414,0.622028932276828,5261.1,0.311014466138414,0.34391912347699,0.622028932276828,0.687838246953981
"350",0.307,1,0.298085348946708,256,8,5700,1,4,1,1000,0.336960418351478,"sum_of_sum!","erase_clusters!",0.01,0,0,2,32640,0,1,0.233513569917574,0.467027139835148,3950.1,0.233513569917574,0.258218800183699,0.467027139835148,0.516437600367398
"351",0.513,1,0.301830564226423,256,8,5700,1,4,1,1000,0.336960418351478,"sum_of_sum!","erase_clusters!",0.02,0,0,2,32640,0,1,0.16409972373717,0.32819944747434,2775.9,0.16409972373717,0.181461119321012,0.32819944747434,0.362922238642024
"352",0.688,1,0.305774688720703,256,8,5700,1,4,1,1000,0.336960418351478,"sum_of_sum!","erase_clusters!",0.03,0,0,2,32640,0,1,0.105131650525661,0.210263301051322,1778.4,0.105131650525661,0.116254351597856,0.210263301051322,0.232508703195712
"353",0.798,1,0.30993161882673,256,8,5700,1,4,1,1000,0.336960418351478,"sum_of_sum!","erase_clusters!",0.04,0,0,2,32640,0,1,0.0680660045069985,0.136132009013997,1151.4,0.0680660045069985,0.0752672404575862,0.136132009013997,0.150534480915172
"354",0.887,1,0.314421517508371,256,8,5700,1,4,1,1000,0.336960418351478,"sum_of_sum!","erase_clusters!",0.05,0,0,2,32640,0,1,0.038076527273717,0.076153054547434,644.1,0.038076527273717,0.0421049414440952,0.076153054547434,0.0842098828881905
"355",0.091,1,0.298094068254743,256,8,5800,1,4,1,1000,0.34279269834127,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.311598562792215,0.623197125584429,5272.2,0.311598562792215,0.344644732621579,0.623197125584429,0.689289465243158
"356",0.333,1,0.302195412772042,256,8,5800,1,4,1,1000,0.34279269834127,"sum_of_sum!","erase_clusters!",0.01,0,0,2,32640,0,1,0.228642729793627,0.457285459587255,3868.6,0.228642729793627,0.252891129437396,0.457285459587255,0.505782258874792
"357",0.581,1,0.306419372558594,256,8,5800,1,4,1,1000,0.34279269834127,"sum_of_sum!","erase_clusters!",0.02,0,0,2,32640,0,1,0.143630140604992,0.287260281209985,2430.2,0.143630140604992,0.158862643529639,0.287260281209985,0.317725287059277
"358",0.672,1,0.310544422694615,256,8,5800,1,4,1,1000,0.34279269834127,"sum_of_sum!","erase_clusters!",0.03,0,0,2,32640,0,1,0.112436005055937,0.224872010111873,1902.4,0.112436005055937,0.124360255555421,0.224872010111873,0.248720511110842
"359",0.805,1,0.314272199358259,256,8,5800,1,4,1,1000,0.34279269834127,"sum_of_sum!","erase_clusters!",0.04,0,0,2,32640,0,1,0.0668445761765477,0.133689152353095,1131,0.0668445761765477,0.0739336885161803,0.133689152353095,0.147867377032361
"360",0.889,1,0.318253925868443,256,8,5800,1,4,1,1000,0.34279269834127,"sum_of_sum!","erase_clusters!",0.05,0,0,2,32640,0,1,0.038049989515881,0.076099979031762,643.8,0.038049989515881,0.0420853303861334,0.076099979031762,0.0841706607722668
"361",0.093,1,0.302284785679408,256,8,5900,1,4,1,1000,0.348623622735613,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.316201625821201,0.632403251642403,5351.3,0.316201625821201,0.349815514904187,0.632403251642403,0.699631029808374
"362",0.361,1,0.306206839425223,256,8,5900,1,4,1,1000,0.348623622735613,"sum_of_sum!","erase_clusters!",0.01,0,0,2,32640,0,1,0.222770494928057,0.445540989856114,3770.1,0.222770494928057,0.246452165406588,0.445540989856114,0.492904330813177
"363",0.59,1,0.310192925589425,256,8,5900,1,4,1,1000,0.348623622735613,"sum_of_sum!","erase_clusters!",0.02,0,0,2,32640,0,1,0.142935685321601,0.285871370643203,2419,0.142935685321601,0.15813049736573,0.285871370643203,0.316260994731459
"364",0.711,1,0.314276831490653,256,8,5900,1,4,1,1000,0.348623622735613,"sum_of_sum!","erase_clusters!",0.03,0,0,2,32640,0,1,0.100752226970592,0.201504453941184,1705.1,0.100752226970592,0.111462716435843,0.201504453941184,0.222925432871687
"365",0.825,1,0.318262645176479,256,8,5900,1,4,1,1000,0.348623622735613,"sum_of_sum!","erase_clusters!",0.04,0,0,2,32640,0,1,0.0610091339787323,0.122018267957465,1032.5,0.0610091339787323,0.0674947244853724,0.122018267957465,0.134989448970745
"366",0.884,1,0.322081974574498,256,8,5900,1,4,1,1000,0.348623622735613,"sum_of_sum!","erase_clusters!",0.05,0,0,2,32640,0,1,0.0404403402373311,0.0808806804746623,684.4,0.0404403402373311,0.044739360230304,0.0808806804746623,0.0894787204606079
"367",0.136,1,0.317264556884766,256,8,6250,1,4,1,1000,0.369021507741499,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.318834582688655,0.63766916537731,5400,0.318834582688655,0.352999043313328,0.63766916537731,0.705998086626655
"368",0.444,1,0.320825849260603,256,8,6250,1,4,1,1000,0.369021507741499,"sum_of_sum!","erase_clusters!",0.01,0,0,2,32640,0,1,0.205175958304274,0.410351916608547,3475,0.205175958304274,0.227161421391447,0.410351916608547,0.454322842782894
"369",0.637,1,0.324400765555246,256,8,6250,1,4,1,1000,0.369021507741499,"sum_of_sum!","erase_clusters!",0.02,0,0,2,32640,0,1,0.133954807310164,0.267909614620328,2268.75,0.133954807310164,0.148308625836502,0.267909614620328,0.296617251673004
"370",0.777,1,0.328077861240932,256,8,6250,1,4,1,1000,0.369021507741499,"sum_of_sum!","erase_clusters!",0.03,0,0,2,32640,0,1,0.0822917962263543,0.164583592452709,1393.75,0.0822917962263543,0.0911097067811019,0.164583592452709,0.182219413562204
"371",0.873,1,0.332032884870257,256,8,6250,1,4,1,1000,0.369021507741499,"sum_of_sum!","erase_clusters!",0.04,0,0,2,32640,0,1,0.0468657314831704,0.0937314629663408,793.75,0.0468657314831704,0.0518875908573989,0.0937314629663408,0.103775181714798
"372",0.933,1,0.33534186226981,256,8,6250,1,4,1,1000,0.369021507741499,"sum_of_sum!","erase_clusters!",0.05,0,0,2,32640,0,1,0.0247244410186804,0.0494488820373608,418.75,0.0247244410186804,0.0273737684050844,0.0494488820373608,0.0547475368101688
"373",0.162,1,0.327302660260882,256,8,6500,1,4,1,1000,0.383581936808145,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.321441663045225,0.642883326090451,5447,0.321441663045225,0.356071442394018,0.642883326090451,0.712142884788035
"374",0.502,1,0.330584117344448,256,8,6500,1,4,1,1000,0.383581936808145,"sum_of_sum!","erase_clusters!",0.01,0,0,2,32640,0,1,0.191023804530456,0.382047609060912,3237,0.191023804530456,0.211603315408378,0.382047609060912,0.423206630816756
"375",0.705,1,0.334082739693778,256,8,6500,1,4,1,1000,0.383581936808145,"sum_of_sum!","erase_clusters!",0.02,0,0,2,32640,0,1,0.113156671358403,0.226313342716805,1917.5,0.113156671358403,0.125347345472834,0.226313342716805,0.250694690945669
"376",0.837,1,0.337835039411272,256,8,6500,1,4,1,1000,0.383581936808145,"sum_of_sum!","erase_clusters!",0.03,0,0,2,32640,0,1,0.0625238556997276,0.125047711399455,1059.5,0.0625238556997276,0.069259719701939,0.125047711399455,0.138519439403878
"377",0.899,1,0.341595785958426,256,8,6500,1,4,1,1000,0.383581936808145,"sum_of_sum!","erase_clusters!",0.04,0,0,2,32640,0,1,0.0387417756176226,0.0774835512352452,656.5,0.0387417756176226,0.0429155318398518,0.0774835512352452,0.0858310636797035
"378",0.963,1,0.344623020717076,256,8,6500,1,4,1,1000,0.383581936808145,"sum_of_sum!","erase_clusters!",0.05,0,0,2,32640,0,1,0.0141925316619014,0.0283850633238027,240.5,0.0141925316619014,0.0157215314660843,0.0283850633238027,0.0314430629321687
"379",0.00600000000000001,1,0.216404506138393,256,8,4000,1,4,1,1000,0.237577260066896,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.236151796506495,0.47230359301299,3976,0.236151796506495,0.259911888187739,0.47230359301299,0.519823776375478
"380",0.074,1,0.222509111676897,256,8,4000,1,4,1,1000,0.237577260066896,"sum_of_sum!","erase_clusters!",0.01,0,0,2,32640,0,1,0.219996542821946,0.439993085643892,3704,0.219996542821946,0.24213119563566,0.439993085643892,0.484262391271321
"381",0.163,1,0.228001730782645,256,8,4000,1,4,1,1000,0.237577260066896,"sum_of_sum!","erase_clusters!",0.02,0,0,2,32640,0,1,0.198852166675992,0.397704333351984,3348,0.198852166675992,0.218859406854263,0.397704333351984,0.437718813708526
"382",0.277,1,0.23371342250279,256,8,4000,1,4,1,1000,0.237577260066896,"sum_of_sum!","erase_clusters!",0.03,0,0,2,32640,0,1,0.171768359028366,0.343536718056732,2892,0.171768359028366,0.189050598752249,0.343536718056732,0.378101197504498
"383",0.424,1,0.239034380231585,256,8,4000,1,4,1,1000,0.237577260066896,"sum_of_sum!","erase_clusters!",0.04,0,0,2,32640,0,1,0.136844501798532,0.273689003597064,2304,0.136844501798532,0.15061292514702,0.273689003597064,0.30122585029404
"384",0.56,1,0.245052065168108,256,8,4000,1,4,1,1000,0.237577260066896,"sum_of_sum!","erase_clusters!",0.05,0,0,2,32640,0,1,0.104533994429434,0.209067988858869,1760,0.104533994429434,0.115051540042862,0.209067988858869,0.230103080085725
"385",0.011,1,0.226114545549665,256,8,4200,1,4,1,1000,0.249295014684259,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.246552769522732,0.493105539045465,4153.8,0.246552769522732,0.271534708539796,0.493105539045465,0.543069417079593
"386",0.085,1,0.231457574026925,256,8,4200,1,4,1,1000,0.249295014684259,"sum_of_sum!","erase_clusters!",0.01,0,0,2,32640,0,1,0.228104938436097,0.456209876872194,3843,0.228104938436097,0.251217652491318,0.456209876872194,0.502435304982636
"387",0.211,1,0.237197875976562,256,8,4200,1,4,1,1000,0.249295014684259,"sum_of_sum!","erase_clusters!",0.02,0,0,2,32640,0,1,0.19669376658588,0.393387533171761,3313.8,0.19669376658588,0.216623746246612,0.393387533171761,0.433247492493224
"388",0.367,1,0.24240847996303,256,8,4200,1,4,1,1000,0.249295014684259,"sum_of_sum!","erase_clusters!",0.03,0,0,2,32640,0,1,0.157803744295136,0.315607488590272,2658.6,0.157803744295136,0.173793195657928,0.315607488590272,0.347586391315857
"389",0.468,1,0.248005730765206,256,8,4200,1,4,1,1000,0.249295014684259,"sum_of_sum!","erase_clusters!",0.04,0,0,2,32640,0,1,0.132624947812026,0.265249895624052,2234.4,0.132624947812026,0.14606315969987,0.265249895624052,0.29212631939974
"390",0.603,1,0.253292901175363,256,8,4200,1,4,1,1000,0.249295014684259,"sum_of_sum!","erase_clusters!",0.05,0,0,2,32640,0,1,0.0989701208296509,0.197940241659302,1667.4,0.0989701208296509,0.108998260151971,0.197940241659302,0.217996520303942
"391",0.017,1,0.235623495919364,256,8,4400,1,4,1,1000,0.261005278789204,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.256568189049787,0.513136378099574,4325.2,0.256568189049787,0.282739159655334,0.513136378099574,0.565478319310668
"392",0.116,1,0.240835734776088,256,8,4400,1,4,1,1000,0.261005278789204,"sum_of_sum!","erase_clusters!",0.01,0,0,2,32640,0,1,0.230728666449656,0.461457332899312,3889.6,0.230728666449656,0.254263903494726,0.461457332899312,0.508527806989452
"393",0.249,1,0.246019908360073,256,8,4400,1,4,1,1000,0.261005278789204,"sum_of_sum!","erase_clusters!",0.02,0,0,2,32640,0,1,0.196014964370692,0.392029928741384,3304.4,0.196014964370692,0.216009266430474,0.392029928741384,0.432018532860948
"394",0.372,1,0.25142696925572,256,8,4400,1,4,1,1000,0.261005278789204,"sum_of_sum!","erase_clusters!",0.03,0,0,2,32640,0,1,0.16391131507962,0.32782263015924,2763.2,0.16391131507962,0.180630917867294,0.32782263015924,0.361261835734588
"395",0.521,1,0.25663321358817,256,8,4400,1,4,1,1000,0.261005278789204,"sum_of_sum!","erase_clusters!",0.04,0,0,2,32640,0,1,0.125021528540029,0.250043057080057,2107.6,0.125021528540029,0.137774219201328,0.250043057080057,0.275548438402655
"396",0.617,1,0.261970792497907,256,8,4400,1,4,1,1000,0.261005278789204,"sum_of_sum!","erase_clusters!",0.05,0,0,2,32640,0,1,0.099965021776265,0.19993004355253,1685.2,0.099965021776265,0.110161849591041,0.19993004355253,0.220323699182081
"397",0.019,1,0.244667053222656,256,8,4600,1,4,1,1000,0.272708393099965,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.267526933631065,0.535053867262131,4512.6,0.267526933631065,0.294989533862171,0.535053867262131,0.589979067724341
"398",0.135,1,0.249744960239955,256,8,4600,1,4,1,1000,0.272708393099965,"sum_of_sum!","erase_clusters!",0.01,0,0,2,32640,0,1,0.235892760031469,0.471785520062939,3979,0.235892760031469,0.260107998767358,0.471785520062939,0.520215997534715
"399",0.256,1,0.254812240600586,256,8,4600,1,4,1,1000,0.272708393099965,"sum_of_sum!","erase_clusters!",0.02,0,0,2,32640,0,1,0.202895044466374,0.405790088932747,3422.4,0.202895044466374,0.223722949228802,0.405790088932747,0.447445898457605
"400",0.427,1,0.260377066476004,256,8,4600,1,4,1,1000,0.272708393099965,"sum_of_sum!","erase_clusters!",0.03,0,0,2,32640,0,1,0.15626190924628,0.31252381849256,2635.8,0.15626190924628,0.172302755252828,0.31252381849256,0.344605510505655
"401",0.553,1,0.264996937343052,256,8,4600,1,4,1,1000,0.272708393099965,"sum_of_sum!","erase_clusters!",0.04,0,0,2,32640,0,1,0.121900651715684,0.243801303431368,2056.2,0.121900651715684,0.13441419127053,0.243801303431368,0.268828382541061
"402",0.716,1,0.270458221435547,256,8,4600,1,4,1,1000,0.272708393099965,"sum_of_sum!","erase_clusters!",0.05,0,0,2,32640,0,1,0.07744918364039,0.15489836728078,1306.4,0.07744918364039,0.0853996204045428,0.15489836728078,0.170799240809086
"403",0.022,1,0.25388663155692,256,8,4800,1,4,1,1000,0.284404668677739,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.278147765966828,0.556295531933657,4694.4,0.278147765966828,0.306873834987053,0.556295531933657,0.613747669974106
"404",0.152,1,0.258998325892857,256,8,4800,1,4,1,1000,0.284404668677739,"sum_of_sum!","erase_clusters!",0.01,0,0,2,32640,0,1,0.241175159038722,0.482350318077445,4070.4,0.241175159038722,0.266082834426402,0.482350318077445,0.532165668852803
"405",0.345,1,0.263753890991211,256,8,4800,1,4,1,1000,0.284404668677739,"sum_of_sum!","erase_clusters!",0.02,0,0,2,32640,0,1,0.186285057983919,0.372570115967838,3144,0.186285057983919,0.205523887440204,0.372570115967838,0.411047774880408
"406",0.494,1,0.268741607666016,256,8,4800,1,4,1,1000,0.284404668677739,"sum_of_sum!","erase_clusters!",0.03,0,0,2,32640,0,1,0.143908762350936,0.287817524701872,2428.8,0.143908762350936,0.15877112525915,0.287817524701872,0.3175422505183
"407",0.629,1,0.273736953735352,256,8,4800,1,4,1,1000,0.284404668677739,"sum_of_sum!","erase_clusters!",0.04,0,0,2,32640,0,1,0.105514132079441,0.211028264158882,1780.8,0.105514132079441,0.116411240061551,0.211028264158882,0.232822480123101
"408",0.75,1,0.278566905430385,256,8,4800,1,4,1,1000,0.284404668677739,"sum_of_sum!","erase_clusters!",0.05,0,0,2,32640,0,1,0.0711011671694347,0.142202334338869,1200,0.0711011671694347,0.0784442318474061,0.142202334338869,0.156888463694812
"409",0.002,1,0.167407989501953,256,8,3000,1,4,1,1000,0.178861477513157,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.178503754558131,0.357007509116261,2994,0.178503754558131,0.195718358459278,0.357007509116261,0.391436716918557
"410",0.017,1,0.173871176583426,256,8,3000,1,4,1,1000,0.178861477513157,"sum_of_sum!","erase_clusters!",0.01,0,0,2,32640,0,1,0.175820832395433,0.351641664790866,2949,0.175820832395433,0.192776699765001,0.351641664790866,0.385553399530001
"411",0.0580000000000001,1,0.180470057896205,256,8,3000,1,4,1,1000,0.178861477513157,"sum_of_sum!","erase_clusters!",0.02,0,0,2,32640,0,1,0.168487511817394,0.336975023634787,2826,0.168487511817394,0.184736166000641,0.336975023634787,0.369472332001283
"412",0.125,1,0.187149320329939,256,8,3000,1,4,1,1000,0.178861477513157,"sum_of_sum!","erase_clusters!",0.03,0,0,2,32640,0,1,0.156503792824012,0.313007585648024,2625,0.156503792824012,0.171596757166201,0.313007585648024,0.343193514332402
"413",0.21,1,0.193879536220006,256,8,3000,1,4,1,1000,0.178861477513157,"sum_of_sum!","erase_clusters!",0.04,0,0,2,32640,0,1,0.141300567235394,0.282601134470788,2370,0.141300567235394,0.154927357898627,0.282601134470788,0.309854715797254
"414",0.296,1,0.200535637991769,256,8,3000,1,4,1,1000,0.178861477513157,"sum_of_sum!","erase_clusters!",0.05,0,0,2,32640,0,1,0.125918480169262,0.251836960338525,2112,0.125918480169262,0.138061848051435,0.251836960338525,0.27612369610287
"415",0.002,1,0.177513667515346,256,8,3200,1,4,1,1000,0.190623206098452,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.190241959686255,0.38048391937251,3193.6,0.190241959686255,0.20876624902323,0.38048391937251,0.41753249804646
"416",0.027,1,0.183725357055664,256,8,3200,1,4,1,1000,0.190623206098452,"sum_of_sum!","erase_clusters!",0.01,0,0,2,32640,0,1,0.185476379533794,0.370952759067587,3113.6,0.185476379533794,0.203536633566736,0.370952759067587,0.407073267133473
"417",0.084,1,0.190356663295201,256,8,3200,1,4,1,1000,0.190623206098452,"sum_of_sum!","erase_clusters!",0.02,0,0,2,32640,0,1,0.174610856786182,0.349221713572364,2931.2,0.174610856786182,0.191613110325931,0.349221713572364,0.383226220651861
"418",0.135,1,0.196955817086356,256,8,3200,1,4,1,1000,0.190623206098452,"sum_of_sum!","erase_clusters!",0.03,0,0,2,32640,0,1,0.164889073275161,0.329778146550321,2768,0.164889073275161,0.180944694794684,0.329778146550321,0.361889389589367
"419",0.226,1,0.203218187604632,256,8,3200,1,4,1,1000,0.190623206098452,"sum_of_sum!","erase_clusters!",0.04,0,0,2,32640,0,1,0.147542361520202,0.295084723040403,2476.8,0.147542361520202,0.161908894533046,0.295084723040403,0.323817789066093
"420",0.345,1,0.20960807800293,256,8,3200,1,4,1,1000,0.190623206098452,"sum_of_sum!","erase_clusters!",0.05,0,0,2,32640,0,1,0.124858199994486,0.249716399988972,2096,0.124858199994486,0.137015924960136,0.249716399988972,0.274031849920272
"421",0.002,1,0.1873414175851,256,8,3400,1,4,1,1000,0.202375100695515,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.201970350494124,0.403940700988248,3393.2,0.201970350494124,0.221814139587182,0.403940700988248,0.443628279174364
"422",0.04,1,0.193742479596819,256,8,3400,1,4,1,1000,0.202375100695515,"sum_of_sum!","erase_clusters!",0.01,0,0,2,32640,0,1,0.194280096667694,0.388560193335389,3264,0.194280096667694,0.213368310624945,0.388560193335389,0.426736621249889
"423",0.109,1,0.199790409633092,256,8,3400,1,4,1,1000,0.202375100695515,"sum_of_sum!","erase_clusters!",0.02,0,0,2,32640,0,1,0.180316214719704,0.360632429439408,3029.4,0.180316214719704,0.198032463298777,0.360632429439408,0.396064926597554
"424",0.177,1,0.205956867762974,256,8,3400,1,4,1,1000,0.202375100695515,"sum_of_sum!","erase_clusters!",0.03,0,0,2,32640,0,1,0.166554707872409,0.333109415744818,2798.2,0.166554707872409,0.18291887462951,0.333109415744818,0.36583774925902
"425",0.314,1,0.21239389692034,256,8,3400,1,4,1,1000,0.202375100695515,"sum_of_sum!","erase_clusters!",0.04,0,0,2,32640,0,1,0.138829319077123,0.277658638154247,2332.4,0.138829319077123,0.152469438634075,0.277658638154247,0.30493887726815
"426",0.405,1,0.218775885445731,256,8,3400,1,4,1,1000,0.202375100695515,"sum_of_sum!","erase_clusters!",0.05,0,0,2,32640,0,1,0.120413184913831,0.240826369827663,2023,0.120413184913831,0.132243900856086,0.240826369827663,0.264487801712171
"427",0.002,1,0.197185516357422,256,8,3600,1,4,1,1000,0.214117740463886,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.213689504982958,0.427379009965916,3592.8,0.213689504982958,0.234862030151134,0.427379009965916,0.469724060302268
"428",0.052,1,0.203280312674386,256,8,3600,1,4,1,1000,0.214117740463886,"sum_of_sum!","erase_clusters!",0.01,0,0,2,32640,0,1,0.202983617959764,0.405967235919527,3412.8,0.202983617959764,0.223095395374023,0.405967235919527,0.446190790748046
"429",0.094,1,0.209554127284459,256,8,3600,1,4,1,1000,0.214117740463886,"sum_of_sum!","erase_clusters!",0.02,0,0,2,32640,0,1,0.19399067286028,0.387981345720561,3261.6,0.19399067286028,0.21321142216125,0.387981345720561,0.4264228443225
"430",0.219,1,0.215519496372768,256,8,3600,1,4,1,1000,0.214117740463886,"sum_of_sum!","erase_clusters!",0.03,0,0,2,32640,0,1,0.167225955302295,0.334451910604589,2811.6,0.167225955302295,0.183794835218473,0.334451910604589,0.367589670436945
"431",0.343,1,0.221510205950056,256,8,3600,1,4,1,1000,0.214117740463886,"sum_of_sum!","erase_clusters!",0.04,0,0,2,32640,0,1,0.140675355484773,0.281350710969546,2365.2,0.140675355484773,0.154613580971238,0.281350710969546,0.309227161942475
"432",0.455,1,0.227754865373884,256,8,3600,1,4,1,1000,0.214117740463886,"sum_of_sum!","erase_clusters!",0.05,0,0,2,32640,0,1,0.116694168552818,0.233388337105635,1962,0.116694168552818,0.128256319070509,0.233388337105635,0.256512638141018
"433",0.003,1,0.206878662109375,256,8,3800,1,4,1,1000,0.225851640106354,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.225174085186035,0.450348170372069,3788.6,0.225174085186035,0.247661513980902,0.450348170372069,0.495323027961805
